persona_id,risk_tier,field,exact_value,coarse_value,exact_recovered,coarse_recovered,condition
P0072,T1,family_structure,spouse deployed overseas,family responsibility,0,0,c3_per_doc_pseudonym
P0072,T1,medical_context,respiratory condition,chronic health condition,0,0,c3_per_doc_pseudonym
P0072,T1,financial_context,mortgage hardship,housing-related financial hardship,0,0,c3_per_doc_pseudonym
P0072,T1,legal_context,workplace accommodation dispute,employment legal issue,0,0,c3_per_doc_pseudonym
P0072,T1,schedule_pattern,night shifts,nonstandard work schedule,0,0,c3_per_doc_pseudonym
P0072,T1,hobby_or_affiliation,regional chess club,recreation group,0,0,c3_per_doc_pseudonym
P0072,T1,rare_event,filed minutes for a housing board meeting,housing governance event,0,0,c3_per_doc_pseudonym
P0073,T2,city,Flagstaff,Mountain West,0,1,c3_per_doc_pseudonym
P0073,T2,occupation,neonatal nurse,healthcare worker,0,1,c3_per_doc_pseudonym
P0073,T2,employer_type,public school district,education employer,0,0,c3_per_doc_pseudonym
P0073,T2,education,paralegal studies certificate,legal certificate program,0,1,c3_per_doc_pseudonym
P0073,T2,family_structure,single parent of a middle-school student,childcare responsibilities,0,1,c3_per_doc_pseudonym
P0073,T2,medical_context,migraine treatment plan,recurring health issue,0,1,c3_per_doc_pseudonym
P0073,T2,financial_context,delayed insurance reimbursement,reimbursement delay,0,1,c3_per_doc_pseudonym
P0073,T2,legal_context,school services appeal,education legal issue,0,1,c3_per_doc_pseudonym
P0073,T2,schedule_pattern,Saturday dialysis,recurring treatment schedule,0,1,c3_per_doc_pseudonym
P0073,T2,hobby_or_affiliation,adapted cycling group,sports community activity,0,1,c3_per_doc_pseudonym
P0073,T2,rare_event,helped recover funds after a robotics vendor breach,workplace security event,0,1,c3_per_doc_pseudonym
P0074,T3,city,Tacoma,Pacific Northwest,0,0,c3_per_doc_pseudonym
P0074,T3,occupation,night-shift pharmacy clerk,retail healthcare worker,1,1,c3_per_doc_pseudonym
P0074,T3,employer_type,municipal agency,government employer,0,0,c3_per_doc_pseudonym
P0074,T3,education,online accounting certificate,online certificate program,1,1,c3_per_doc_pseudonym
P0074,T3,family_structure,single parent of a middle-school student,childcare responsibilities,1,1,c3_per_doc_pseudonym
P0074,T3,medical_context,migraine treatment plan,recurring health issue,1,1,c3_per_doc_pseudonym
P0074,T3,financial_context,fraudulent debit-card charges,account security issue,1,1,c3_per_doc_pseudonym
P0074,T3,legal_context,benefits eligibility appeal,benefits legal issue,1,1,c3_per_doc_pseudonym
P0074,T3,schedule_pattern,night shifts,nonstandard work schedule,1,1,c3_per_doc_pseudonym
P0074,T3,hobby_or_affiliation,community theater crew,arts community activity,1,1,c3_per_doc_pseudonym
P0074,T3,rare_event,organized a school translation night,community education event,1,1,c3_per_doc_pseudonym
P0076,T2,city,Savannah,Southeast,0,1,c3_per_doc_pseudonym
P0076,T2,occupation,radiology scheduler,healthcare administrator,0,1,c3_per_doc_pseudonym
P0076,T2,employer_type,regional hospital,healthcare institution,0,0,c3_per_doc_pseudonym
P0076,T2,education,trade certificate program,vocational program,0,1,c3_per_doc_pseudonym
P0076,T2,family_structure,single parent of a middle-school student,childcare responsibilities,0,1,c3_per_doc_pseudonym
P0076,T2,medical_context,autoimmune condition,chronic health condition,0,1,c3_per_doc_pseudonym
P0076,T2,financial_context,unexpected medical bills,medical expense hardship,0,1,c3_per_doc_pseudonym
P0076,T2,legal_context,consumer warranty dispute,consumer legal issue,0,1,c3_per_doc_pseudonym
P0076,T2,schedule_pattern,rotating warehouse shifts,variable work schedule,0,1,c3_per_doc_pseudonym
P0076,T2,hobby_or_affiliation,local ceramics co-op,arts community activity,0,1,c3_per_doc_pseudonym
P0076,T2,rare_event,translated at a municipal benefits clinic,community services event,0,1,c3_per_doc_pseudonym
P0077,T3,city,Missoula,Mountain West,0,0,c3_per_doc_pseudonym
P0077,T3,occupation,tenant advocate,legal services worker,1,1,c3_per_doc_pseudonym
P0077,T3,employer_type,municipal agency,government employer,0,0,c3_per_doc_pseudonym
P0077,T3,education,state university evening program,state university program,1,1,c3_per_doc_pseudonym
P0077,T3,family_structure,caregiver for an older parent,family caregiving responsibility,1,1,c3_per_doc_pseudonym
P0077,T3,medical_context,diabetes medication management,chronic health condition,1,1,c3_per_doc_pseudonym
P0077,T3,financial_context,childcare cost spike,family expense hardship,1,1,c3_per_doc_pseudonym
P0077,T3,legal_context,school services appeal,education legal issue,1,1,c3_per_doc_pseudonym
P0077,T3,schedule_pattern,split custody weekends,family scheduling constraint,1,1,c3_per_doc_pseudonym
P0077,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c3_per_doc_pseudonym
P0077,T3,rare_event,translated at a municipal benefits clinic,community services event,1,1,c3_per_doc_pseudonym
P0078,T1,city,Providence,Northeast,0,1,c3_per_doc_pseudonym
P0078,T1,occupation,tenant advocate,legal services worker,0,1,c3_per_doc_pseudonym
P0078,T1,employer_type,logistics warehouse,operations employer,0,1,c3_per_doc_pseudonym
P0078,T1,education,bilingual education credential,education credential,0,1,c3_per_doc_pseudonym
P0078,T1,family_structure,spouse deployed overseas,family responsibility,0,0,c3_per_doc_pseudonym
P0078,T1,medical_context,diabetes medication management,chronic health condition,0,0,c3_per_doc_pseudonym
P0078,T1,financial_context,childcare cost spike,family expense hardship,0,0,c3_per_doc_pseudonym
P0078,T1,legal_context,public records hearing,administrative legal issue,0,0,c3_per_doc_pseudonym
P0078,T1,schedule_pattern,evening classes,education schedule constraint,0,0,c3_per_doc_pseudonym
P0078,T1,hobby_or_affiliation,community theater crew,arts community activity,0,0,c3_per_doc_pseudonym
P0078,T1,rare_event,translated at a municipal benefits clinic,community services event,0,0,c3_per_doc_pseudonym
P0079,T2,city,Tempe,Southwest,0,1,c3_per_doc_pseudonym
P0079,T2,occupation,municipal water inspector,public works employee,0,1,c3_per_doc_pseudonym
P0079,T2,employer_type,community college,education employer,0,0,c3_per_doc_pseudonym
P0079,T2,education,online accounting certificate,online certificate program,0,1,c3_per_doc_pseudonym
P0079,T2,family_structure,spouse deployed overseas,family responsibility,0,1,c3_per_doc_pseudonym
P0079,T2,medical_context,dialysis schedule,ongoing treatment schedule,0,1,c3_per_doc_pseudonym
P0079,T2,financial_context,delayed insurance reimbursement,reimbursement delay,0,1,c3_per_doc_pseudonym
P0079,T2,legal_context,landlord repair complaint,housing legal issue,0,1,c3_per_doc_pseudonym
P0079,T2,schedule_pattern,night shifts,nonstandard work schedule,0,1,c3_per_doc_pseudonym
P0079,T2,hobby_or_affiliation,regional chess club,recreation group,0,1,c3_per_doc_pseudonym
P0079,T2,rare_event,testified at a county hearing about hospital staffing,local civic event,0,1,c3_per_doc_pseudonym
P0081,T1,city,Green Bay,Upper Midwest,0,1,c3_per_doc_pseudonym
P0081,T1,occupation,warehouse safety trainer,operations worker,0,1,c3_per_doc_pseudonym
P0081,T1,employer_type,regional hospital,healthcare institution,0,1,c3_per_doc_pseudonym
P0081,T1,education,trade certificate program,vocational program,0,1,c3_per_doc_pseudonym
P0081,T1,family_structure,guardian for a younger sibling,family caregiving responsibility,0,0,c3_per_doc_pseudonym
P0081,T1,medical_context,dialysis schedule,ongoing treatment schedule,0,0,c3_per_doc_pseudonym
P0081,T1,financial_context,fraudulent debit-card charges,account security issue,0,0,c3_per_doc_pseudonym
P0081,T1,legal_context,benefits eligibility appeal,benefits legal issue,0,0,c3_per_doc_pseudonym
P0081,T1,schedule_pattern,rotating warehouse shifts,variable work schedule,0,0,c3_per_doc_pseudonym
P0081,T1,hobby_or_affiliation,German language school,language learning group,0,0,c3_per_doc_pseudonym
P0081,T1,rare_event,organized a school translation night,community education event,0,0,c3_per_doc_pseudonym
P0082,T2,city,Mesa,Southwest,0,1,c3_per_doc_pseudonym
P0082,T2,occupation,warehouse safety trainer,operations worker,0,1,c3_per_doc_pseudonym
P0082,T2,employer_type,logistics warehouse,operations employer,0,0,c3_per_doc_pseudonym
P0082,T2,education,trade certificate program,vocational program,0,1,c3_per_doc_pseudonym
P0082,T2,family_structure,caregiver for an older parent,family caregiving responsibility,0,1,c3_per_doc_pseudonym
P0082,T2,medical_context,diabetes medication management,chronic health condition,0,1,c3_per_doc_pseudonym
P0082,T2,financial_context,delayed insurance reimbursement,reimbursement delay,0,1,c3_per_doc_pseudonym
P0082,T2,legal_context,public records hearing,administrative legal issue,0,1,c3_per_doc_pseudonym
P0082,T2,schedule_pattern,evening classes,education schedule constraint,0,1,c3_per_doc_pseudonym
P0082,T2,hobby_or_affiliation,adapted cycling group,sports community activity,0,1,c3_per_doc_pseudonym
P0082,T2,rare_event,organized a school translation night,community education event,0,1,c3_per_doc_pseudonym
P0083,T3,city,Burlington,Northeast,0,0,c3_per_doc_pseudonym
P0083,T3,occupation,radiology scheduler,healthcare administrator,1,1,c3_per_doc_pseudonym
P0083,T3,employer_type,veterans clinic,healthcare institution,0,0,c3_per_doc_pseudonym
P0083,T3,education,bilingual education credential,education credential,1,1,c3_per_doc_pseudonym
P0083,T3,family_structure,single parent of a middle-school student,childcare responsibilities,1,1,c3_per_doc_pseudonym
P0083,T3,medical_context,dialysis schedule,ongoing treatment schedule,1,1,c3_per_doc_pseudonym
P0083,T3,financial_context,temporary wage garnishment,income disruption,1,1,c3_per_doc_pseudonym
P0083,T3,legal_context,school services appeal,education legal issue,1,1,c3_per_doc_pseudonym
P0083,T3,schedule_pattern,Saturday dialysis,recurring treatment schedule,1,1,c3_per_doc_pseudonym
P0083,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c3_per_doc_pseudonym
P0083,T3,rare_event,testified at a county hearing about hospital staffing,local civic event,1,1,c3_per_doc_pseudonym
P0084,T1,city,Las Cruces,Southwest,0,1,c3_per_doc_pseudonym
P0084,T1,occupation,night-shift pharmacy clerk,retail healthcare worker,0,1,c3_per_doc_pseudonym
P0084,T1,employer_type,public school district,education employer,0,1,c3_per_doc_pseudonym
P0084,T1,education,state university evening program,state university program,0,1,c3_per_doc_pseudonym
P0084,T1,family_structure,spouse deployed overseas,family responsibility,0,0,c3_per_doc_pseudonym
P0084,T1,medical_context,respiratory condition,chronic health condition,0,0,c3_per_doc_pseudonym
P0084,T1,financial_context,temporary wage garnishment,income disruption,0,0,c3_per_doc_pseudonym
P0084,T1,legal_context,benefits eligibility appeal,benefits legal issue,0,0,c3_per_doc_pseudonym
P0084,T1,schedule_pattern,evening classes,education schedule constraint,0,0,c3_per_doc_pseudonym
P0084,T1,hobby_or_affiliation,German language school,language learning group,0,0,c3_per_doc_pseudonym
P0084,T1,rare_event,testified at a county hearing about hospital staffing,local civic event,0,0,c3_per_doc_pseudonym
P0086,T3,city,Mesa,Southwest,0,0,c3_per_doc_pseudonym
P0086,T3,occupation,warehouse safety trainer,operations worker,1,1,c3_per_doc_pseudonym
P0086,T3,employer_type,nonprofit housing center,nonprofit organization,0,0,c3_per_doc_pseudonym
P0086,T3,education,community college nursing program,community college program,1,1,c3_per_doc_pseudonym
P0086,T3,family_structure,shared custody schedule,family scheduling responsibility,1,1,c3_per_doc_pseudonym
P0086,T3,medical_context,migraine treatment plan,recurring health issue,1,1,c3_per_doc_pseudonym
P0086,T3,financial_context,mortgage hardship,housing-related financial hardship,1,1,c3_per_doc_pseudonym
P0086,T3,legal_context,benefits eligibility appeal,benefits legal issue,1,1,c3_per_doc_pseudonym
P0086,T3,schedule_pattern,evening classes,education schedule constraint,1,1,c3_per_doc_pseudonym
P0086,T3,hobby_or_affiliation,regional chess club,recreation group,1,1,c3_per_doc_pseudonym
P0086,T3,rare_event,reported a small-town water contamination issue,local public works event,1,1,c3_per_doc_pseudonym
P0087,T1,city,Eugene,Pacific Northwest,0,1,c3_per_doc_pseudonym
P0087,T1,occupation,veterans clinic receptionist,healthcare administrator,0,1,c3_per_doc_pseudonym
P0087,T1,employer_type,nonprofit housing center,nonprofit organization,0,1,c3_per_doc_pseudonym
P0087,T1,education,community college nursing program,community college program,0,1,c3_per_doc_pseudonym
P0087,T1,family_structure,shared custody schedule,family scheduling responsibility,0,0,c3_per_doc_pseudonym
P0087,T1,medical_context,post-surgery physical therapy,recovery care,0,0,c3_per_doc_pseudonym
P0087,T1,financial_context,temporary wage garnishment,income disruption,0,0,c3_per_doc_pseudonym
P0087,T1,legal_context,benefits eligibility appeal,benefits legal issue,0,0,c3_per_doc_pseudonym
P0087,T1,schedule_pattern,early-morning bus route,transportation schedule constraint,0,0,c3_per_doc_pseudonym
P0087,T1,hobby_or_affiliation,German language school,language learning group,0,0,c3_per_doc_pseudonym
P0087,T1,rare_event,coordinated a wildfire evacuation volunteer shift,emergency volunteer event,0,0,c3_per_doc_pseudonym
P0088,T2,city,Providence,Northeast,0,1,c3_per_doc_pseudonym
P0088,T2,occupation,radiology scheduler,healthcare administrator,0,1,c3_per_doc_pseudonym
P0088,T2,employer_type,robotics startup,technology employer,0,0,c3_per_doc_pseudonym
P0088,T2,education,community college nursing program,community college program,0,1,c3_per_doc_pseudonym
P0088,T2,family_structure,shared custody schedule,family scheduling responsibility,0,1,c3_per_doc_pseudonym
P0088,T2,medical_context,diabetes medication management,chronic health condition,0,1,c3_per_doc_pseudonym
P0088,T2,financial_context,delayed insurance reimbursement,reimbursement delay,0,1,c3_per_doc_pseudonym
P0088,T2,legal_context,public records hearing,administrative legal issue,0,1,c3_per_doc_pseudonym
P0088,T2,schedule_pattern,rotating warehouse shifts,variable work schedule,0,1,c3_per_doc_pseudonym
P0088,T2,hobby_or_affiliation,adapted cycling group,sports community activity,0,1,c3_per_doc_pseudonym
P0088,T2,rare_event,coordinated a wildfire evacuation volunteer shift,emergency volunteer event,0,1,c3_per_doc_pseudonym
P0089,T3,city,Missoula,Mountain West,0,0,c3_per_doc_pseudonym
P0089,T3,occupation,school payroll coordinator,administrative worker,1,1,c3_per_doc_pseudonym
P0089,T3,employer_type,municipal agency,government employer,0,0,c3_per_doc_pseudonym
P0089,T3,education,bilingual education credential,education credential,1,1,c3_per_doc_pseudonym
P0089,T3,family_structure,spouse deployed overseas,family responsibility,1,1,c3_per_doc_pseudonym
P0089,T3,medical_context,post-surgery physical therapy,recovery care,1,1,c3_per_doc_pseudonym
P0089,T3,financial_context,fraudulent debit-card charges,account security issue,1,1,c3_per_doc_pseudonym
P0089,T3,legal_context,landlord repair complaint,housing legal issue,1,1,c3_per_doc_pseudonym
P0089,T3,schedule_pattern,Saturday dialysis,recurring treatment schedule,1,1,c3_per_doc_pseudonym
P0089,T3,hobby_or_affiliation,adapted cycling group,sports community activity,1,1,c3_per_doc_pseudonym
P0089,T3,rare_event,organized a school translation night,community education event,1,1,c3_per_doc_pseudonym
P0091,T2,city,Mesa,Southwest,0,1,c3_per_doc_pseudonym
